Verbos compuestos comunes,find out,faind aut,descubrir,11285
Verbos compuestos comunes,give up,guiv ap,rendirse,11286
Verbos compuestos comunes,go on,gou on,continuar,11287
Verbos compuestos comunes,come back,com bac,volver,11288
Verbos compuestos comunes,check out,chek aut,verificar,11289
Verbos compuestos comunes,set up,set ap,configurar,11290
Verbos compuestos comunes,break down,breik daun,romperse,11291
Verbos compuestos comunes,log in,log in,iniciar sesión,11292
Verbos compuestos comunes,log out,log aut,cerrar sesión,11293
Verbos compuestos comunes,fill in,fil in,rellenar,11294
Verbos compuestos comunes,run out,ron aut,agotarse,11295
Verbos compuestos comunes,get in,guet in,entrar,11296
Verbos compuestos comunes,show up,shou ap,aparecer,11297
