ADJETIVOS TÉCNICOS (Adjetivos),mutable,mjú-te-bul,mutable,14046
ADJETIVOS TÉCNICOS (Adjetivos),immutable,im-mjú-te-bul,inmutable,14047
ADJETIVOS TÉCNICOS (Adjetivos),clean,klín,límpio,14048
ADJETIVOS TÉCNICOS (Adjetivos),reusable,ri-ús-e-bul,reutilizable,14049
ADJETIVOS TÉCNICOS (Adjetivos),readable,rí-da-bul,legible,14050
ADJETIVOS TÉCNICOS (Adjetivos),scalable,skéi-la-bul,escalable,14051
ADJETIVOS TÉCNICOS (Adjetivos),portable,pór-te-bul,portátil,14052
ADJETIVOS TÉCNICOS (Adjetivos),modular,mó-yi-u-lar,modular,14053
ADJETIVOS TÉCNICOS (Adjetivos),secure,si-kiúr,seguro,14054
ADJETIVOS TÉCNICOS (Adjetivos),fast,fáest,rápido,14055
ADJETIVOS TÉCNICOS (Adjetivos),lightweight,láit-wéit,liviano,14056
ADJETIVOS TÉCNICOS (Adjetivos),custom,kás-tom,personalizado,14057
ADJETIVOS TÉCNICOS (Adjetivos),default,dí-fólt,por defecto,14058
ADJETIVOS TÉCNICOS (Adjetivos),strict,stríkt,estricto,14059
PALABRAS DE ESTRUCTURA (Palabras),if,íf,si,14060
PALABRAS DE ESTRUCTURA (Palabras),else,éls,otro,14061
PALABRAS DE ESTRUCTURA (Palabras),switch,swí-ch,cambiar,14062
PALABRAS DE ESTRUCTURA (Palabras),case,keis,caso,14063
PALABRAS DE ESTRUCTURA (Palabras),while,juáíl,mientras,14064
PALABRAS DE ESTRUCTURA (Palabras),for,fór,para,14065
PALABRAS DE ESTRUCTURA (Palabras),break,bréik,romper,14066
PALABRAS DE ESTRUCTURA (Palabras),continue,kón-tin-iu,continuar,14067
PALABRAS DE ESTRUCTURA (Palabras),return,ri-térn,devolver,14068
PALABRAS DE ESTRUCTURA (Palabras),try,trái,intentar,14069
PALABRAS DE ESTRUCTURA (Palabras),catch,ká-ch,capturar,14070
PALABRAS DE ESTRUCTURA (Palabras),finally,fáin-al-li,finalmente,14071
PALABRAS DE ESTRUCTURA (Palabras),throw,thró,lanzar,14072
PALABRAS DE ESTRUCTURA (Palabras),async,é-sínk,asíncrono,14073
PALABRAS DE ESTRUCTURA (Palabras),await,á-weít,esperar,14074
PALABRAS DE ESTRUCTURA (Palabras),yield,yíld,devolver,14075
PALABRAS DE ESTRUCTURA (Palabras),import,ím-pórt,importar,14076
PALABRAS DE ESTRUCTURA (Palabras),export,ék-spórt,exportar,14077
PALABRAS DE ESTRUCTURA (Palabras),let,let,dejar,14078
PALABRAS DE ESTRUCTURA (Palabras),const,kónst,constante,14079
MÉTODOS COMUNES JS (Métodos),push,púsh,pulsar,14080
MÉTODOS COMUNES JS (Métodos),pop,póp,sacar,14081
MÉTODOS COMUNES JS (Métodos),shift,shíft,mover,14082
MÉTODOS COMUNES JS (Métodos),unshift,án-shíft,incluir,14083
MÉTODOS COMUNES JS (Métodos),map,map,ordenar,14084
MÉTODOS COMUNES JS (Métodos),filter,fíl-ter,filtrar,14085
MÉTODOS COMUNES JS (Métodos),reduce,ri-djú-s, reducir,14086
MÉTODOS COMUNES JS (Métodos),find,fáind,encontrar,14087
MÉTODOS COMUNES JS (Métodos),includes,ín-klúd,contener,14088
MÉTODOS COMUNES JS (Métodos),slice,sláis,cortar,14089
MÉTODOS COMUNES JS (Métodos),splice,spáisl,cortar,14090
MÉTODOS COMUNES JS (Métodos),concat,kón-kat,concatenar,14091
MÉTODOS COMUNES JS (Métodos),join,yoín,juntar,14092
MÉTODOS COMUNES JS (Métodos),sort,sórt,ordenar,14093
MÉTODOS COMUNES JS (Métodos),indexOf,áin-dex-óf,índice de,14094
MÉTODOS COMUNES JS (Métodos),toString,tú-stríng,a cadena,14095
MÉTODOS COMUNES JS (Métodos),parse,párs,parsear,14096
MÉTODOS COMUNES JS (Métodos),stringify,stríngui-fai,convertir a cadena,14097
MÉTODOS COMUNES JS (Métodos),bind,báind,vincular,14098
MÉTODOS COMUNES JS (Métodos),call,kól,llamar,14099
OBJETOS Y CLASES (Objetos y clases),object,ób-dyect,objeto,14100
OBJETOS Y CLASES (Objetos y clases),class,klás,clase,14101
OBJETOS Y CLASES (Objetos y clases),prototype,próu-to-táip,prototipo,14102
OBJETOS Y CLASES (Objetos y clases),constructor,kon-strúk-tor,constructor,14103
OBJETOS Y CLASES (Objetos y clases),instance,ín-stan-s,instancia,14104
OBJETOS Y CLASES (Objetos y clases),method,mé-thod,método,14105
OBJETOS Y CLASES (Objetos y clases),property,pró-pé-rti,propiedad,14106
OBJETOS Y CLASES (Objetos y clases),inheritance,in-hé-ri-tans,herencia,14107
OBJETOS Y CLASES (Objetos y clases),super,sú-per,sobrecargar,14108
OBJETOS Y CLASES (Objetos y clases),this,ðis,este,14109
OBJETOS Y CLASES (Objetos y clases),new,njú,nuevo,14110
OBJETOS Y CLASES (Objetos y clases),extends,iks-téndz,extiende,14111
OBJETOS Y CLASES (Objetos y clases),static,stá-tik,estático,14112
OBJETOS Y CLASES (Objetos y clases),public,pú-blic,público,14113
OBJETOS Y CLASES (Objetos y clases),private,práiv-et,privado,14114
OBJETOS Y CLASES (Objetos y clases),protected,pro-tékt-ed,protegido,14115
OBJETOS Y CLASES (Objetos y clases),interface,ín-té-rfeis,interfaz,14116
OBJETOS Y CLASES (Objetos y clases),module,mó-diul,módulo,14117
OBJETOS Y CLASES (Objetos y clases),package,pák-ij,paquete,14118
OBJETOS Y CLASES (Objetos y clases),namespace,néim-speis,espacio de nombres,14119
TERMINAL Y GIT (Terminal y Git),git,git,git,14120
TERMINAL Y GIT (Terminal y Git),commit,kó-mit,confirmar,14121
TERMINAL Y GIT (Terminal y Git),push,púsh,pulsar,14122
TERMINAL Y GIT (Terminal y Git),pull,púl,extraer,14123
TERMINAL Y GIT (Terminal y Git),branch,brán-ch,rama,14124
TERMINAL Y GIT (Terminal y Git),merge,mérdch,unir,14125
TERMINAL Y GIT (Terminal y Git),rebase,ri-béis,rebase,14126
TERMINAL Y GIT (Terminal y Git),clone,klóun,clonar,14127
TERMINAL Y GIT (Terminal y Git),init,ín-it,inicializar,14128
TERMINAL Y GIT (Terminal y Git),status,stá-tus,estado,14129
TERMINAL Y GIT (Terminal y Git),log,lóg,registro,14130
TERMINAL Y GIT (Terminal y Git),diff,díf,diferencia,14131
TERMINAL Y GIT (Terminal y Git),checkout,chék-áut,cambiar,14132
TERMINAL Y GIT (Terminal y Git),fetch,féch,obtener,14133
TERMINAL Y GIT (Terminal y Git),origin,ó-rí-din,origen,14134
TERMINAL Y GIT (Terminal y Git),remote,ri-móut,remoto,14135
TERMINAL Y GIT (Terminal y Git),conflict,kón-flíkt,conflicto,14136
TERMINAL Y GIT (Terminal y Git),tag,tág,etiquetar,14137
TERMINAL Y GIT (Terminal y Git),stash,stásh,guardar,14138
TERMINAL Y GIT (Terminal y Git),revert,ri-vért,revertir,14139
DESARROLLO WEB (Desarrollo web),html,éich-ti-em-el,html,14140
DESARROLLO WEB (Desarrollo web),css,sí-es-es,css,14141
DESARROLLO WEB (Desarrollo web),js,jéi-es,javascript,14142
DESARROLLO WEB (Desarrollo web),dom,dí-ó-em,dom,14143
DESARROLLO WEB (Desarrollo web),api,éi-pí-ai,api,14144
DESARROLLO WEB (Desarrollo web),json,déi-so-en,json,14145
DESARROLLO WEB (Desarrollo web),ajax,éiyáks,ajax,14146
DESARROLLO WEB (Desarrollo web),fetch,féch,obtener,14147
DESARROLLO WEB (Desarrollo web),request,ri-kue-st,solicitud,14148
DESARROLLO WEB (Desarrollo web),response,ri-spóns,respuesta,14149
DESARROLLO WEB (Desarrollo web),header,jéder,cabecera,14150
DESARROLLO WEB (Desarrollo web),body,bó-di,cuerpo,14151
DESARROLLO WEB (Desarrollo web),form,fórm,formulario,14152
DESARROLLO WEB (Desarrollo web),input,ín-put,entrada,14153
DESARROLLO WEB (Desarrollo web),button,bát-ton,botón,14154
DESARROLLO WEB (Desarrollo web),submit,sab-mít,enviar,14155
DESARROLLO WEB (Desarrollo web),link,li-nk,enlace,14156
DESARROLLO WEB (Desarrollo web),route,rout,ruta,14157
DESARROLLO WEB (Desarrollo web),template,té-mpléit,plantilla,14158
DESARROLLO WEB (Desarrollo web),component,kómpo-nent,componente,14159
ERRORES Y DEPURACIÓN (Errores y depuración),bug,bág,error,14160
ERRORES Y DEPURACIÓN (Errores y depuración),error,ér-ror,error,14161
ERRORES Y DEPURACIÓN (Errores y depuración),crash,krásh,falla,14162
ERRORES Y DEPURACIÓN (Errores y depuración),fix,fíks,arreglar,14163
ERRORES Y DEPURACIÓN (Errores y depuración),trace,tréjs,rastro,14164
ERRORES Y DEPURACIÓN (Errores y depuración),warning,wór-ning,advertencia,14165
ERRORES Y DEPURACIÓN (Errores y depuración),fail,féil,falla,14166
ERRORES Y DEPURACIÓN (Errores y depuración),issue,í-shu,problema,14167
ERRORES Y DEPURACIÓN (Errores y depuración),test,tést,probar,14168
ERRORES Y DEPURACIÓN (Errores y depuración),log,lóg,registro,14169
ERRORES Y DEPURACIÓN (Errores y depuración),throw,thró,lanzar,14170
ERRORES Y DEPURACIÓN (Errores y depuración),catch,ká-ch,capturar,14171
ERRORES Y DEPURACIÓN (Errores y depuración),breakpoint,brék-póint,punto de interrupción,14172
ERRORES Y DEPURACIÓN (Errores y depuración),stack,sták,pila,14173
ERRORES Y DEPURACIÓN (Errores y depuración),debugger,dí-bág-er,depurador,14174
ERRORES Y DEPURACIÓN (Errores y depuración),report,ri-pórt,reporte,14175
ERRORES Y DEPURACIÓN (Errores y depuración),recover,ri-có-ver,recuperar,14176
ERRORES Y DEPURACIÓN (Errores y depuración),retry,ri-trái,reintentar,14177
ERRORES Y DEPURACIÓN (Errores y depuración),timeout,táim-áut,tiempo de espera,14178
ERRORES Y DEPURACIÓN (Errores y depuración),reject,ri-dyect,rechazar,14179
SOFT Y HARD SKILLS (Habilidades),agile,áy-díl,ágil,14180
SOFT Y HARD SKILLS (Habilidades),scrum,skrám,scrum,14181
SOFT Y HARD SKILLS (Habilidades),sprint,sprínt,sprint,14182
SOFT Y HARD SKILLS (Habilidades),backlog,bák-lóg,backlog,14183
SOFT Y HARD SKILLS (Habilidades),review,ri-víu,revisión,14184
SOFT Y HARD SKILLS (Habilidades),planning,plá-ning,planificación,14185
SOFT Y HARD SKILLS (Habilidades),refactor,ri-fá-ktor,refactorizar,14186
SOFT Y HARD SKILLS (Habilidades),scalable,skéi-la-bul,escalable,14187
SOFT Y HARD SKILLS (Habilidades),responsive,ri-spón-siv,responsivo,14188
SOFT Y HARD SKILLS (Habilidades),modular,mó-di-ular,modular,14189
SOFT Y HARD SKILLS (Habilidades),versioned,vér-shon-d,versionado,14190
SOFT Y HARD SKILLS (Habilidades),documented,dó-kiú-men-ted,documentado,14191
SOFT Y HARD SKILLS (Habilidades),maintainable,meín-tei-ná-bul,mantenible,14192
SOFT Y HARD SKILLS (Habilidades),performance,per-fór-mans,desempeño,14193
SOFT Y HARD SKILLS (Habilidades),deadline,déd-láin,fecha límite,14194
SOFT Y HARD SKILLS (Habilidades),feedback,fídbák,retroalimentación,14195
SOFT Y HARD SKILLS (Habilidades),release,ri-lís,relevo,14196
SOFT Y HARD SKILLS (Habilidades),deploy,dí-ploy,desplegar,14197
SOFT Y HARD SKILLS (Habilidades),teamwork,tím-wérk,trabajo en equipo,14198
SOFT Y HARD SKILLS (Habilidades),mentor,mén-tor,mentor,14199
