ADVERBIOS (Modo y grado),quietly,kwáit-li,silenciosamente
ADVERBIOS (Modo y grado),loudly,láud-li,ruidosamente
ADVERBIOS (Modo y grado),strongly,stróng-li,fuerzudamente
ADVERBIOS (Modo y grado),weakly,wí-klí,debilmente
ADVERBIOS (Modo y grado),clearly,klír-li,claramente
ADVERBIOS (Modo y grado),roughly,róf-li,bruscamente
ADVERBIOS (Modo y grado),softly,sof-li,suavemente
ADVERBIOS (Modo y grado),deeply,dí-pli,profundamente
ADVERBIOS (Modo y grado),highly,jái-li,en gran medida
ADVERBIOS (Modo y grado),extremely,iks-trí-mli,extremadamente
ADVERBIOS (Modo y grado),totally,tóu-tali,totalmente
ADVERBIOS (Modo y grado),barely,bér-li,apenas
CONJUNCIONES (Conjunciones),and,ánd,y
CONJUNCIONES (Conjunciones),but,bat,pero
CONJUNCIONES (Conjunciones),or,ór,o
CONJUNCIONES (Conjunciones),so,sou,así que
CONJUNCIONES (Conjunciones),because,bikóz,porque
CONJUNCIONES (Conjunciones),although,ól-dóu, aunque
CONJUNCIONES (Conjunciones),if,íf,si
CONJUNCIONES (Conjunciones),when,juén,cuando
CONJUNCIONES (Conjunciones),while,juáíl,mientras
CONJUNCIONES (Conjunciones),before,bifór,antes
CONJUNCIONES (Conjunciones),after,áfter,después
CONJUNCIONES (Conjunciones),since,sins,desde
CONJUNCIONES (Conjunciones),until,án-til,hasta
CONJUNCIONES (Conjunciones),unless,án-les, a menos que
CONJUNCIONES (Conjunciones),whereas,hué-re-az,mientras que
CONJUNCIONES (Conjunciones),as,az,como
CONJUNCIONES (Conjunciones),though,ðou, aunque
CONJUNCIONES (Conjunciones),even if,í-vn if,aún si
CONJUNCIONES (Conjunciones),even though,í-vn ðou,aunque
CONJUNCIONES (Conjunciones),whether,ué-ðer,si
ARTÍCULOS (Artículos y determinantes),the,ðe,el/la
ARTÍCULOS (Artículos y determinantes),a,eiy,un/una
ARTÍCULOS (Artículos y determinantes),an,án,un/una
ARTÍCULOS (Artículos y determinantes),some,sam,algunos
ARTÍCULOS (Artículos y determinantes),any,éni,cualquier
ARTÍCULOS (Artículos y determinantes),this,ðis,este/esta
ARTÍCULOS (Artículos y determinantes),that,ðat,ese/esa
ARTÍCULOS (Artículos y determinantes),these,ðíz,estos/estas
ARTÍCULOS (Artículos y determinantes),those,ðóus,esos/esas
ARTÍCULOS (Artículos y determinantes),my,mai,mi
ARTÍCULOS (Artículos y determinantes),your,iór,tuyo/a
ARTÍCULOS (Artículos y determinantes),his,híz,suyo
ARTÍCULOS (Artículos y determinantes),her,hér,suya
ARTÍCULOS (Artículos y determinantes),its,its,suyo
ARTÍCULOS (Artículos y determinantes),our,áur,nuestro
ARTÍCULOS (Artículos y determinantes),their,ðeir,suyo
ARTÍCULOS (Artículos y determinantes),few,fiú,pocos
ARTÍCULOS (Artículos y determinantes),many,méni, muchos
ARTÍCULOS (Artículos y determinantes),much,múch,mucho
ARTÍCULOS (Artículos y determinantes),no,nó,ninguno
PRONOMBRES (Pronombres),I,ái,yo
PRONOMBRES (Pronombres),you,iu,tú
PRONOMBRES (Pronombres),he,ji,él
PRONOMBRES (Pronombres),she,shí,ella
PRONOMBRES (Pronombres),it,it,eso
PRONOMBRES (Pronombres),we,wí, nosotros/as
PRONOMBRES (Pronombres),they,ðéi,ellos/as
PRONOMBRES (Pronombres),me,mí,a mí
PRONOMBRES (Pronombres),him,hím,a él
PRONOMBRES (Pronombres),her,hér,a ella
PRONOMBRES (Pronombres),us,ás,a nosotros
PRONOMBRES (Pronombres),them,ðem,a ellos
PRONOMBRES (Pronombres),mine,main,mío
PRONOMBRES (Pronombres),yours,iórs,tuyo/a
PRONOMBRES (Pronombres),his,híz,suyo
PRONOMBRES (Pronombres),hers,hérs,suyo/a
PRONOMBRES (Pronombres),ours,áurs,nuestro
PRONOMBRES (Pronombres),theirs,ðéers,suyo
PRONOMBRES (Pronombres),myself,maíf-self,yo mismo/a
PRONOMBROS (Pronombres),yourself,iór-self,tú mismo/a
